ID,center_1,spread_1,center_2,spread_2,action,p,perr,F,F_micro,exp,num,as,ts,creator
288-1819600094-GA,1.0,0.0,0.6568171426366574,0.3187440780514612,white,360.77712436558,124.7266869665868,0.010225361702365557,0.010225361702365557,0.0,1.0,10.2779172732928,288.0,GA
290-470015159-GA,0.37471350775360607,0.37471350775360607,0.2854140934062809,0.2854140934062809,black,0.0,0.0,0.008163284585966572,0.004081642292983286,36500.0,2.0,250.24017819826412,299970.0,GA
293-1307052672-GA,0.9228845487880502,0.07711545121194979,0.795194596873667,0.204805403126333,beige,0.0,0.0,0.01652878284671124,0.0055095942822370805,5432.0,3.0,191.023745467765,299889.0,GA
299-522665698-GA,1.0,0.0,0.48759522086783524,0.40524882119247363,red,0.0,0.46875,0.01470365599156123,0.01470365599156123,0.0,1.0,7.8,299.0,GA
305-1262133216-GA,1.0,0.0,0.9796141922581603,0.02038580774183979,brown,266.66666666666663,67.33333333333333,0.017888985521093137,0.017888985521093137,0.0,1.0,16.666666666666668,305.0,GA
319-1847715271-GA,0.48064843333952306,0.25555930508972224,0.0,0.0,brown,32.768,24.832,0.021588011276718763,0.021588011276718763,0.0,1.0,16.59779773781333,319.0,GA
323-1900678407-GA,0.6743544548070212,0.32564554519297884,0.17324209563398518,0.17324209563398518,yellow,0.0,0.0,0.018134143747532347,0.004533535936883087,19468.0,4.0,239.61295245429832,299945.0,GA
380-524966069-GA,0.9692269916847109,0.03077300831528912,0.795194596873667,0.204805403126333,beige,0.0,2.419245526093914E-104,0.016349044890983398,0.005449681630327799,2174.0,3.0,177.70373176152583,299889.0,GA
394-1415111658-GA,0.13172512986906038,0.13172512986906038,0.5441781865580839,0.455821813441916,blue,0.0,0.0,0.03451387652908123,0.004314234566135154,20611.0,8.0,241.6586775794127,299996.0,GA
420-1912344453-GA,0.9089554828822123,0.09104451711778772,0.4401244175887135,0.4401244175887135,beige,0.0,0.0,0.03186653026387439,0.006373306052774879,13495.0,5.0,200.4139467322952,299889.0,GA
421-769798910-GA,0.01944156544706358,0.01944156544706358,0.48524712383456176,0.050994826441945584,beige,0.0,0.0,0.04202011946981378,0.006002874209973397,337.0,7.0,152.61597700714552,299383.0,GA
435-892238462-GA,0.7571388122849931,0.24286118771500692,0.795611285233197,0.20438871476680298,black,0.0,0.0,0.03312114306745518,0.004140142883431897,17007.0,8.0,244.8803181594185,299975.0,GA
444-694028703-GA,0.13172512986906038,0.13172512986906038,0.7835111519719603,0.2164888480280397,blue,0.0,0.0,0.022892974777817682,0.004578594955563536,9754.0,5.0,231.92708516870962,299996.0,GA
529-2027999140-GA,0.634221758762513,0.365778241237487,0.24972274025212418,0.24972274025212418,black,0.0,0.0,0.012106336970783877,0.004035445656927959,30995.0,3.0,251.9004923679076,299964.0,GA
553-1313209150-GA,0.7270244558777057,0.11493222248520013,0.0,0.0,blue,465.01570361804556,137.38389051228503,0.004255849003968782,0.004255849003968782,0.0,1.0,19.38169679476473,553.0,GA
600-86922807-GA,1.0,0.0,0.2433087253168203,0.09476433926837591,white,90.8435456,53.78568277937319,0.01966539942333027,0.01966539942333027,0.0,1.0,24.411713843199998,600.0,GA
604-683844815-GA,0.6291990401535752,0.37080095984642475,0.22954604666592396,0.22954604666592396,black,0.0,0.0,0.012144065304348351,0.004048021768116117,28767.0,3.0,251.04614633424438,299964.0,GA
604-2048431764-GA,0.6535045306627969,0.34649546933720315,0.24972274025212418,0.24972274025212418,black,0.0,0.0,0.007962376425348645,0.003981188212674323,29353.0,2.0,255.62955217415924,299956.0,GA
610-1265589256-GA,0.0,0.0,0.7511583116569311,0.24884168834306886,blue,80.92233720368547,29.95371061784199,0.007208325292085652,0.007208325292085652,0.0,1.0,33.41889523799283,610.0,GA
611-2127396037-GA,0.8995777965000269,0.08166683073560238,0.4401244175887135,0.4401244175887135,beige,0.0,0.0,0.014710377421342893,0.004903459140447631,12077.0,3.0,215.59972408013178,299754.0,GA
626-986914039-GA,0.42296704483606734,0.42296704483606734,0.30718968091069637,0.30718968091069637,black,0.0,0.0,0.02015024906482155,0.0040300498129643095,44158.0,5.0,252.88818825100472,299970.0,GA
659-1099089226-GA,0.7571388122849931,0.24286118771500692,0.715132814813348,0.28486718518665194,black,0.0,0.0,0.012141225335269781,0.004047075111756593,23439.0,3.0,250.2614722593648,299975.0,GA
709-1786982423-GA,0.5,0.5,0.20010522329133365,0.20010522329133365,black,0.0,0.0,0.027914671525748537,0.003987810217964077,33990.0,7.0,246.31512289977147,299970.0,GA
710-903541605-GA,0.2049979150120784,0.2049979150120784,0.532777759787981,0.46722224021201897,blue,0.0,0.0,0.015572568469702413,0.003893142117425603,32836.0,4.0,265.8140010150511,299996.0,GA
749-1911159372-GA,0.2703710780030086,0.2703710780030086,0.649382332348512,0.35061766765148805,yellow,0.0,0.0,0.03521810034304491,0.0050311571918635585,32303.0,7.0,214.9180693461953,300000.0,GA
758-1640793725-GA,0.6261475372989795,0.37385246270102046,0.22653671477744117,0.22653671477744117,black,0.0,0.0,0.024232033076681293,0.004038672179446882,28687.0,6.0,251.04614633409523,299964.0,GA
822-938781676-GA,0.14559138702813396,0.14559138702813396,0.7319676866535769,0.19643576217434483,brown,0.0,0.0,0.05064006578860098,0.005064006578860098,9888.0,10.0,209.132598812988,299968.0,GA
848-1813784294-GA,0.5767227169141882,0.4232772830858118,0.24972274025212418,0.24972274025212418,black,0.0,0.0,0.01616908384812705,0.004042270962031762,35767.0,4.0,251.32914743250615,299964.0,GA
876-1338408791-GA,1.0,0.0,0.6687207167788638,0.33127928322113614,red,0.0,0.3,0.010202149800633838,0.010202149800633838,0.0,1.0,8.72,876.0,GA
893-1955370536-GA,0.3153818554375112,0.31047216919292553,0.3591162310522826,0.3591162310522826,yellow,1.9242394800885858E-79,4.040902908186012E-77,0.045292597117178125,0.004117508828834375,37869.0,11.0,214.51286265448576,300000.0,GA
900-1381217906-GA,0.1592364505888373,0.1592364505888373,0.6718536081238787,0.21886348740322217,brown,0.0,0.0,0.07195057586018026,0.005139326847155733,12055.0,14.0,210.7750691510917,299968.0,GA
919-1989659684-GA,0.31519872794852016,0.31065529668191655,0.5,0.5,yellow,2.3440397458245434E-110,6.791855163526567E-108,0.03960031859698762,0.004950039824623453,52996.0,8.0,216.3034267671113,300000.0,GA
962-676260988-GA,0.29350448985960703,0.29350448985960703,0.561244364157383,0.43875563584261695,yellow,0.0,0.0,0.034685194942507776,0.0049550278489296825,43830.0,7.0,216.95010287946698,300000.0,GA
980-325359504-GA,0.8872666099725959,0.11273339002740412,0.44642202103015444,0.44642202103015444,red,0.0,0.0,0.02030111805134858,0.005075279512837145,17310.0,4.0,207.42729998464978,299994.0,GA
1026-1193727414-GA,0.5992754645197683,0.4007245354802316,0.984630592822628,0.015369407177372063,white,1000.0,0.0,0.016812335521898505,0.005604111840632835,9535.0,3.0,191.766211872408,299705.0,GA
1044-1560202537-GA,0.12201770521066252,0.12201770521066252,0.8460650245422456,0.15393497545775436,black,0.0,0.0,0.0278676519359641,0.004644608655994017,6270.0,6.0,199.836962838284,299834.0,GA
1047-292247910-GA,0.9089554828822123,0.09104451711778772,0.7856187096325,0.19522951588516607,beige,0.0,0.0,0.016141234158047704,0.005380411386015901,6078.0,3.0,199.1314439107215,299889.0,GA
1078-293248575-GA,0.8455555052206676,0.15444449477933236,0.3279621499327783,0.32717506575704636,yellow,0.0,0.0,0.009346307881083116,0.004673153940541558,17502.0,2.0,240.52524815514727,299858.0,GA
1131-601757514-GA,0.726009609365738,0.27399039063426206,0.09133204039153822,0.09133204039153822,blue,0.0,0.0,0.013235328590333911,0.006617664295166956,8469.0,2.0,215.9139828703772,299979.0,GA
1166-2075791144-GA,0.8200729703219558,0.10013068298451566,0.7235322202784227,0.11387635684575032,red,0.0,0.0,0.03207899997512839,0.005346499995854732,4045.0,6.0,197.3515603909097,299992.0,GA
1223-1678548935-GA,0.8796779358657647,0.1203220641342353,1.0,0.0,red,0.0,3.413333333333333,0.015450398225793045,0.015450398225793045,0.0,1.0,36.666666666666664,1223.0,GA
1230-1700438206-GA,0.7458547416449891,0.2541452583550109,0.0,0.0,red,164.7147507891877,63.81481432825138,0.008380271322069364,0.008380271322069364,0.0,1.0,27.579733333333333,1230.0,GA
1318-38013176-GA,0.07758311123755118,0.07758311123755118,0.49691279867028515,0.17767159006019342,white,0.0,4.241481466349237E-231,0.01713020644727709,0.005710068815759029,4774.0,3.0,181.69962653142537,299980.0,GA
1360-595873980-GA,0.8455555052206676,0.15444449477933236,0.5302676876749695,0.13816426564561687,yellow,0.0,0.0,0.03866146853886118,0.005523066934123026,7440.0,7.0,229.0968808426319,299815.0,GA
1382-344233371-GA,0.8753060845994124,0.12469391540058761,0.7381540901936039,0.09296709891606247,red,0.0,0.0,0.03093634006841148,0.0051560566780685805,4061.0,6.0,191.46077831420433,299992.0,GA
1486-736339550-GA,0.31292701231521836,0.31292701231521836,0.5,0.5,yellow,3.1461168902626775E-111,9.186661319566954E-109,0.05450699453282601,0.004955181321166,53280.0,11.0,216.30342493341064,300000.0,GA
1503-1601204911-GA,0.756301181921176,0.24369881807882404,0.8143474446880241,0.18565255531197594,yellow,0.0,0.0,0.024665847287836214,0.004110974547972703,15188.0,6.0,230.1268020576258,299812.0,GA
1507-7067750-GA,0.5767227169141882,0.4232772830858118,0.2651846489546405,0.2651846489546405,black,0.0,1.0E-323,0.032335293980142836,0.0040419117475178545,37869.0,8.0,251.3592280957909,299964.0,GA
1517-42571458-GA,0.31292701231521836,0.31292701231521836,0.462473881218291,0.462473881218291,yellow,2.389933285405472E-104,6.554392035224462E-102,0.03959861930246336,0.00494982741280792,49200.0,8.0,216.31254443259866,300000.0,GA
1593-1996915702-GA,1.0,0.0,0.12181030215117881,0.12181030215117881,blue,0.0,0.0,0.012023134133775593,0.012023134133775593,0.0,1.0,34.591253333333334,1593.0,GA
1673-2089351048-GA,0.9242648297240228,0.07573517027597726,0.7604220184354986,0.23957798156450139,beige,0.0,0.0,0.015792196759725197,0.0052640655865750655,6244.0,3.0,197.72000473219387,299889.0,GA
1793-916329447-GA,0.9492977520622069,0.0507022479377931,0.5,0.5,red,0.0,0.0,0.03163131446714426,0.005271885744524044,8752.0,6.0,188.17406864355502,299994.0,GA
1800-356986515-GA,0.688035439901175,0.2863522630472787,1.0,0.0,red,207.62338076170656,63.71273708909558,0.007765542458373484,0.007765542458373484,0.0,1.0,72.0164840966724,1800.0,GA
1841-618691554-GA,0.9395548053440844,0.06044519465591558,0.5473349927962321,0.43995642180703987,blue,0.0,1.0E-323,0.014191359674940214,0.004730453224980071,9165.0,3.0,225.85714495265842,299985.0,GA
1893-1824704441-GA,0.7260600672206119,0.26285165309246394,0.8445755193257276,0.15542448067427245,yellow,0.0,0.0,0.024056521729464552,0.00481130434589291,13862.0,5.0,230.22863275701053,299891.0,GA
1899-1233207348-GA,0.8676765255323673,0.13232347446763276,0.44925931928870155,0.44925931928870155,red,0.0,0.0,0.030507553820883885,0.0050845923034806475,20357.0,6.0,207.84476565087553,299994.0,GA
1949-1200039796-GA,0.742483068979533,0.257516931020467,0.12111252874532505,0.12111252874532505,blue,0.0,0.0,0.0144837289772874,0.0048279096590958,10607.0,3.0,215.4457937966004,299979.0,GA
1971-692132427-GA,0.9089554828822123,0.09104451711778772,0.4593350363152291,0.4412890715523372,beige,0.0,0.0,0.010667559166437465,0.005333779583218732,13495.0,2.0,200.41394556267116,299889.0,GA
2095-956581282-GA,0.792196315848449,0.20780368415155104,0.12111252874532505,0.12111252874532505,blue,0.0,0.0,0.014405147204323118,0.004801715734774372,8625.0,3.0,215.080938554791,299979.0,GA
2103-547654214-GA,0.4499180178533678,8.377578908795591E-4,0.8832545688446451,0.021382981722533445,beige,0.0,401.81917684317773,0.001631448206316413,0.001631448206316413,2.0,1.0,275.0,179763.0,GA
2201-1102597393-GA,0.7180855700413509,0.2708261502717251,0.8445755193257276,0.15542448067427245,yellow,0.0,0.0,0.019112002576489578,0.006370667525496526,14226.0,3.0,231.11092444462398,299891.0,GA
2273-899327506-GA,0.1985202306326913,0.18705310702644434,0.1759293875107868,0.010416716252674152,white,1000.0,4.638649384708614E-252,0.019321792604679047,0.0064405975348930155,2929.0,3.0,159.97234145822983,299225.0,GA
2299-1309894269-GA,0.10477798273126329,0.10477798273126329,0.9437386707206685,0.05626132927933142,white,1000.0,0.0,0.023397875236279956,0.007799291745426652,9006.0,3.0,138.13421316637874,299986.0,GA
2307-1499456359-GA,0.2365984087176129,0.2365984087176129,0.11635694698299437,0.11635694698299437,red,0.0,1.0E-323,0.015439575833190014,0.005146525277730005,9277.0,3.0,186.99168821326919,299725.0,GA
2323-1915921801-GA,0.46290918097129785,0.07887133013955813,0.9106824952266621,0.08931750477333789,white,1000.0,1.0E-323,0.031548072461887844,0.006309614492377569,10777.0,5.0,171.04066670245464,299473.0,GA
2409-1668416028-GA,0.6691310037138971,0.3308689962861029,0.8874750863086005,0.11252491369139944,blue,0.0,0.0,0.013897008920571526,0.004632336306857175,12895.0,3.0,226.42751156670275,299985.0,GA
2485-2113028009-GA,0.7694376394651239,0.23056236053487605,0.1076157807336236,0.1076157807336236,blue,0.0,0.0,0.01398461795515874,0.004661539318386246,8417.0,3.0,220.0973944487968,299979.0,GA
2528-2000022997-GA,0.9089554828822123,0.09104451711778772,0.7570528140847901,0.24294718591520992,beige,0.0,0.0,0.020557135369763335,0.005139283842440834,7465.0,4.0,206.05216966802774,299889.0,GA
2542-1320726524-GA,0.9395548053440844,0.06044519465591558,0.5536892854945961,0.4463107145054038,blue,0.0,0.0,0.01892180348566538,0.004730450871416345,9247.0,4.0,225.85714511284255,299985.0,GA
2617-1619472897-GA,0.6691310037138971,0.3308689962861029,0.9128351719958809,0.08716482800411907,blue,0.0,0.0,0.043009256636475424,0.0047788062929417134,10033.0,9.0,220.736685510863,299923.0,GA
2629-1123372277-GA,0.9395548053440844,0.06044519465591558,0.5956731675872865,0.3916182470159855,blue,0.0,0.0,0.024087408391354537,0.0048174816782709075,8069.0,5.0,222.51410378787529,299985.0,GA
2817-56720330-GA,0.6522754181907156,0.34772458180928445,0.9054795275881301,0.0945204724118699,blue,0.0,0.0,0.00955845702152804,0.00477922851076402,11377.0,2.0,220.74404192670468,299923.0,GA
2827-1737828937-GA,0.5,0.5,0.20582337011156013,0.20582337011156013,black,0.0,0.0,0.033116667963671076,0.0041395834954588845,34726.0,8.0,246.32988598348464,299970.0,GA
2883-1000571367-GA,0.7062464011138075,0.09715621587883116,0.13953789984660797,0.0038770558787097342,white,0.0,0.0,0.01694070963540879,0.008470354817704395,119.0,2.0,152.87670919641133,299105.0,GA
2918-734374045-GA,0.2770229552758605,0.27269337579236264,0.16090168099687957,0.07609005823141907,beige,0.0,0.0,0.011727043126711427,0.005863521563355714,7014.0,2.0,188.4573842359088,299944.0,GA
2933-303642951-GA,0.9699538747975238,0.030046125202476126,0.0,0.0,brown,273.95660024299474,77.0570388304031,0.010054053763704131,0.010054053763704131,0.0,1.0,69.73124146496696,2933.0,GA
2934-347382030-GA,0.5,0.5,0.20714012562379872,0.20714012562379872,black,0.0,0.0,0.03311389962214914,0.0041392374527686425,34940.0,8.0,246.32988589263465,299970.0,GA
2943-869708749-GA,0.8495961515348681,0.15040384846513188,0.5860030704130441,0.4139969295869559,red,0.0,0.0,0.020183441636753813,0.005045860409188453,21163.0,4.0,209.8816572289245,299994.0,GA
2949-425663560-GA,0.9395548053440844,0.06044519465591558,0.5070832394684627,0.4929167605315373,blue,0.0,0.0,0.021378850417859432,0.004275770083571886,10200.0,5.0,226.04265042483902,299985.0,GA
2985-1966755276-GA,0.5447654656087269,0.4552345343912732,0.2651846489546405,0.2651846489546405,black,0.0,0.0,0.02819961931261396,0.004028517044659137,40566.0,7.0,251.35925485908473,299964.0,GA
